id,nset1,nset2,nset3,nset4,nset5,nset6,nset7,nset8,nset9,nset10,nset11,nset12,mset1,mset2,mset3,mset4,mset5,mset6,mset7,mset8,mset9,mset10,mset11,mset12,TotAmt,TotTrans
9236,0.028,0.139,0,0.25,0.083,0,0,0.028,0,0,0,0,0,0.003,0,0.477,0.034,0,0,0.017,0,0,0,0,790570.12,36
9244,0,0,0.071,0,0.286,0,0,0,0,0,0,0,0,0,0.222,0,0.325,0,0,0,0,0,0,0,244184.09,14
9248,0,0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0.803,0,0,0,0,0,0,0,0,2059.05,9
9286,0,0.067,0.133,0.067,0.133,0,0.133,0.067,0,0,0,0.267,0,0.073,0.057,0.001,0.08,0,0.12,0.002,0,0,0,0.473,646414.05,15
9299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111000,6
9309,0.017,0.153,0.61,0,0.068,0.034,0,0.034,0,0,0,0.068,0.01,0.237,0.635,0,0.029,0.022,0,0.014,0,0,0,0.02,1725192.71,59
9343,0,0,0,0,0,0,0,0.512,0,0.195,0,0,0,0,0,0,0,0,0,0.754,0,0.007,0,0,1834029.32,41
9346,0.027,0.013,0,0.507,0.027,0,0,0.04,0,0.16,0,0,0.119,0.005,0,0.208,0.012,0,0,0.207,0,0.048,0,0,1972087.79,75
9359,0,0,0.24,0,0,0,0,0.02,0,0.7,0,0,0,0,0.974,0,0,0,0,0.004,0,0.019,0,0,4453268.57,50
9363,0,0,0,0,0,0.5,0,0.333,0,0,0,0.167,0,0,0,0,0,0.428,0,0.248,0,0,0,0.324,67054.36,6
9369,0,0.188,0.047,0.172,0.188,0.078,0.094,0.016,0,0,0.141,0,0,0.157,0.067,0.181,0.058,0.032,0.058,0.006,0,0,0.291,0,2858632.58,64
9388,0,0,0.833,0.167,0,0,0,0,0,0,0,0,0,0,0.749,0.251,0,0,0,0,0,0,0,0,380522.8,18
9389,0,0,0,0.804,0.065,0,0.109,0,0,0,0,0,0,0,0,0.852,0.051,0,0.072,0,0,0,0,0,1428398.69,46
9405,0,0,0,0.471,0,0.529,0,0,0,0,0,0,0,0,0,0.694,0,0.306,0,0,0,0,0,0,644856.35,17
9407,0,0,0,0.833,0,0,0.167,0,0,0,0,0,0,0,0,0.11,0,0,0.89,0,0,0,0,0,8576.97,6
9409,0,0.593,0,0.185,0.074,0.148,0,0,0,0,0,0,0,0.747,0,0.061,0.091,0.1,0,0,0,0,0,0,259280.46,27
9415,0,0.091,0,0.333,0,0.121,0.091,0.03,0.03,0,0,0,0,0.099,0,0.003,0,0.12,0.014,0.002,0.001,0,0,0,771949.13,33
9429,0,0.163,0.133,0.194,0.02,0,0.01,0.051,0,0.225,0,0.01,0,0.048,0.51,0.04,0.006,0,0.002,0.036,0,0.049,0,0.003,3641750.53,98
9435,0,0.288,0.263,0.113,0.013,0.063,0.025,0,0,0,0.025,0,0,0.09,0.126,0.126,0.009,0.029,0.013,0,0,0,0.465,0,1188972.8,80
9439,0,0.396,0.274,0,0.038,0.047,0,0.028,0,0,0.019,0,0,0.268,0.236,0,0.06,0.03,0,0.03,0,0,0.22,0,1681416.9,106
9448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44400,6
9452,0,0.508,0,0,0.032,0.143,0.016,0.032,0,0.191,0.079,0,0,0.096,0,0,0.012,0.031,0.002,0,0,0.007,0.852,0,5467922.53,63
9453,0,0.044,0.044,0.178,0.022,0.067,0.089,0.111,0,0,0,0,0,0.018,0.083,0.005,0.034,0.097,0.11,0.046,0,0,0,0,379458.31,45
9461,0,0.197,0,0.014,0.19,0.261,0.028,0.056,0.014,0,0.028,0.056,0,0.118,0,0.003,0.101,0.098,0.105,0.013,0.004,0,0.454,0.014,9512768.82,142
9473,0,0.25,0.25,0,0,0,0.125,0.063,0,0.063,0,0,0,0.109,0.178,0,0,0,0.02,0.028,0,0.001,0,0,435585.83,16
9480,0.04,0.04,0,0.64,0.12,0,0.08,0.04,0,0,0,0,0.012,0.003,0,0.628,0.013,0,0.03,0.203,0,0,0,0,602614.19,25
9492,0.014,0.49,0.17,0.132,0.022,0.006,0.011,0.003,0.03,0.055,0,0.006,0.036,0.328,0.195,0.119,0.017,0.003,0.003,0.006,0.046,0.086,0,0.014,13379125.63,365
9497,0,0.083,0.667,0.167,0,0,0,0,0,0,0,0,0,0.052,0.727,0.163,0,0,0,0,0,0,0,0,197823.09,12
9498,0,0.133,0,0,0.467,0,0.067,0.067,0,0,0,0,0,0.759,0,0,2.163,0,0.259,0.928,0,0,0,0,41610.94,15
9519,0,0.55,0,0,0.15,0.1,0,0,0,0.2,0,0,0,0.518,0,0,0.296,0.085,0,0,0,0.101,0,0,355021.66,20
9527,0,0,0,0.167,0.083,0,0.028,0,0.167,0.528,0,0,0,0,0,0.187,0.387,0,0.032,0,0.129,0.161,0,0,898313.75,36
9547,0,0.375,0.25,0.375,0,0,0,0,0,0,0,0,0,0.398,0.122,0.48,0,0,0,0,0,0,0,0,449029.78,16
9555,0,0,0.388,0.427,0.01,0,0,0.01,0,0.107,0,0,0,0,0.365,0.425,0.007,0,0,0.003,0,0.133,0,0,4125312.04,103
9565,0,0,0,0.857,0,0,0,0.143,0,0,0,0,0,0,0,0.96,0,0,0,0.04,0,0,0,0,138962.75,7
9574,0,0.393,0.036,0.321,0.018,0.036,0,0,0.018,0,0,0.071,0,0.399,0.064,0.086,0.015,0.027,0,0,0.041,0,0,0.246,1093576.81,56
9577,0,0.235,0.206,0.029,0.088,0,0.059,0,0,0.029,0,0,0,0.186,0.164,0.03,0.043,0,0.02,0,0,0.033,0,0,993989.83,34
9578,0,0.388,0.478,0,0.015,0,0.06,0,0,0,0,0,0,0.287,0.625,0,0.02,0,0.037,0,0,0,0,0,3539609.07,67
9583,0,0,0.04,0.08,0.12,0.08,0.04,0,0,0.4,0,0.16,0,0,0.066,0.07,0.115,0.16,0.264,0,0,0.105,0,0.073,614907.44,25
9585,0,0.094,0.125,0.031,0.313,0.094,0.031,0.063,0.031,0,0,0.156,0,0.053,0.125,0.004,0.153,0.163,0.001,0.017,0.069,0,0,0.002,2132485.75,32
9587,0,0.154,0.446,0.139,0.092,0,0.031,0.015,0,0,0.123,0,0,0.074,0.165,0.09,0.038,0,0.022,0.009,0,0,0.604,0,6431273.77,65
9590,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0.686,0,0,614977,26
9601,0,0.333,0.111,0.222,0.111,0,0.111,0,0,0,0,0.111,0,0.461,0.046,0.041,0.049,0,0.256,0,0,0,0,0.148,564309.2,9
9603,0,0,0.107,0.5,0.036,0,0,0,0,0.357,0,0,0,0,0.212,0.518,0.054,0,0,0,0,0.217,0,0,822238.79,28
9604,0,0.071,0,0.536,0.071,0,0,0.143,0,0,0.179,0,0,0.15,0,0.084,0.179,0,0,0.187,0,0,0.4,0,1155988.04,28
9606,0,0.125,0.5,0,0,0.25,0.125,0,0,0,0,0,0,0,0.474,0,0,0.395,0.131,0,0,0,0,0,93597.79,8
9614,0,0,0,0.526,0,0,0.316,0.105,0,0,0,0,0,0,0,0.077,0,0,0.416,0.233,0,0,0,0,308910.04,19
9615,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,0,0,0.586,0,0,0,0.414,0,0,0,0,32322.46,10
9619,0,0,0.333,0.556,0,0,0,0.111,0,0,0,0,0,0,0.919,0.005,0,0,0,0.076,0,0,0,0,227780.88,9
9627,0,0.684,0,0.158,0,0,0.105,0,0,0,0,0,0,0.396,0,0.498,0,0,0.08,0,0,0,0,0,347606.12,19
9654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14501.41,11
9668,0,0.791,0,0,0,0.093,0,0,0,0,0,0,0,0.608,0,0,0,0.113,0,0,0,0,0,0,276354.11,43
9669,0,0.319,0.056,0.25,0.014,0.014,0,0.028,0,0,0,0.042,0,0.274,0.047,0.014,0.034,0.065,0,0.022,0,0,0,0.024,766215.24,72
9715,0,0.033,0,0.367,0,0.133,0,0.1,0,0.367,0,0,0,0.116,0,0.19,0,0.227,0,0.058,0,0.409,0,0,209171.36,30
9722,0,0,0.25,0.125,0.375,0,0.125,0,0,0,0,0,0,0,0.085,0.092,0.45,0,0.189,0,0,0,0,0,141222.34,8
9724,0,0,0,0.833,0,0,0,0.167,0,0,0,0,0,0,0,0.088,0,0,0,0.912,0,0,0,0,10748.5,6
9733,0,0.098,0.244,0.171,0,0.073,0,0,0,0,0,0,0,0.149,0.347,0.192,0,0.08,0,0,0,0,0,0,952179.09,41
9745,0.065,0.13,0,0.304,0.065,0.022,0,0.044,0.022,0,0.022,0,0.002,0.053,0,0.063,0.047,0.002,0,0.019,0.025,0,0.505,0,1406400.71,46
9762,0,0.333,0.467,0,0,0.067,0,0,0,0,0,0,0,0.24,0.435,0,0,0.085,0,0,0,0,0,0,495711.94,30
9764,0,0.091,0.182,0.018,0.036,0.055,0,0.036,0,0,0,0,0,0.045,0.255,0.008,0.014,0.091,0,0.048,0,0,0,0,1531644.6,55
9767,0,0.294,0.177,0,0.177,0.059,0.177,0.059,0,0,0,0.059,0,0.482,0.266,0,0.123,0.011,0.057,0.022,0,0,0,0.04,180994.38,17
9771,0.083,0.083,0,0.458,0.25,0,0,0.042,0,0,0,0,0.016,0.065,0,0.381,0.473,0,0,0.015,0,0,0,0,640620.96,24
9786,0,0.227,0,0.136,0.046,0,0,0.046,0,0,0.455,0,0,0.105,0,0.001,0.04,0,0,0.014,0,0,0.727,0,1042800.6,22
9793,0.125,0.042,0.042,0.417,0,0,0,0,0.042,0,0,0.042,0.074,0.025,0.057,0.612,0,0,0,0,0.006,0,0,0.003,322655.54,24
9797,0,0.063,0.438,0.375,0,0,0,0,0.063,0,0,0,0,0.027,0.55,0.231,0,0,0,0,0.034,0,0,0,328724.28,16
9817,0.019,0.458,0.056,0.028,0.056,0.028,0.047,0.084,0,0,0.028,0,0.014,0.283,0.044,0.005,0.022,0.014,0.019,0.07,0,0,0.409,0,2815674.1,107
9822,0,0.546,0,0,0.273,0,0,0,0,0.182,0,0,0,0.767,0,0,0.21,0,0,0,0,0.024,0,0,313087.34,11
9840,0,0,0,0,0,0.039,0.039,0,0,0.923,0,0,0,0,0,0,0,0.063,0.658,0,0,0.279,0,0,271449.76,26
9850,0,0.909,0,0,0,0.046,0,0,0,0,0.046,0,0,0.194,0,0,0,0.014,0,0,0,0,0.792,0,995551.23,22
9856,0,0,0.033,0,0.167,0,0.4,0,0,0.367,0,0,0,0,0.065,0,0.28,0,0.567,0,0,0.055,0,0,332318.09,30
9878,0,0.162,0.029,0.294,0.029,0.015,0,0,0,0.441,0.015,0,0,0.231,0.031,0.197,0.026,0.003,0,0,0,0.101,0.405,0,2023770.87,68
9881,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.924,0,0,0,0,0,0,0,0,0,0,167283.66,20
9902,0,0.571,0,0.188,0.054,0,0,0.009,0,0,0,0,0,0.358,0,0.199,0.049,0,0,0,0,0,0,0,3452972.83,112
9914,0,0.364,0,0,0.364,0,0.273,0,0,0,0,0,0,0.293,0,0,0.31,0,0.397,0,0,0,0,0,150547.08,11
9928,0.05,0.05,0.15,0,0.15,0.15,0,0.2,0.05,0,0,0,0.076,0.081,0.112,0,0.175,0.049,0,0.057,0.004,0,0,0,296139.12,20
9977,0,0,0,0,0.231,0,0.154,0,0,0,0,0,0,0,0,0,0.04,0,0.019,0,0,0,0,0,455752.31,13
9982,0,0.111,0,0,0,0,0,0,0,0.556,0,0,0,0.088,0,0,0,0,0,0,0,0.305,0,0,370795.5,9
9990,0,0,0.391,0.044,0.044,0,0,0,0,0,0.478,0,0,0,0.211,0,0.012,0,0,0,0,0,0.678,0,1080500.27,23
9995,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,227033.48,12
9996,0.167,0.167,0,0.167,0.167,0,0,0.167,0,0,0,0,0.074,0.01,0,0.033,0.433,0,0,0.08,0,0,0,0,184996.3,6
9999,0,0.286,0,0,0,0,0,0,0.714,0,0,0,0,0.768,0,0,0,0,0,0,0.232,0,0,0,78806.3,7
10001,0,0.61,0,0.024,0.073,0.22,0.024,0.049,0,0,0,0,0,0.561,0,0,0.138,0.211,0.012,0.077,0,0,0,0,111117.66,41
10002,0,0.39,0,0.195,0.012,0.012,0.024,0,0,0.268,0,0,0,0.49,0,0.269,0.01,0.015,0.048,0,0,0.05,0,0,970165.9,82
10017,0,0.06,0.04,0.08,0.04,0,0.02,0.06,0,0.48,0,0,0,0.158,0.084,0.001,0.03,0,0.089,0.061,0,0.307,0,0,788783.39,50
10021,0,0.143,0,0.429,0,0,0.286,0,0,0,0,0,0,0.16,0,0.001,0,0,0.478,0,0,0,0,0,811584.64,7
10029,0,0.483,0.035,0,0,0.414,0,0,0,0,0,0,0,0.513,0.039,0,0,0.295,0,0,0,0,0,0,764069.61,29
10033,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0.04,0.604,0,0.331,0,0,0,0,0,0,0,771446.3,8
10052,0,0.5,0.063,0.063,0,0.188,0.125,0.063,0,0,0,0,0,0.712,0.011,0.038,0,0.152,0.065,0.022,0,0,0,0,492359.74,16
10053,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0,266372.99,9
10057,0,0,0,0.059,0,0,0,0.294,0.177,0,0,0,0,0,0,0.06,0,0,0,0.667,0.106,0,0,0,1349520.61,17
10058,0,0.1,0,0.5,0,0.1,0,0,0,0,0,0,0,0.107,0,0.003,0,0.134,0,0,0,0,0,0,276999.02,10
10068,0,0,0,0.188,0.063,0,0.063,0,0,0.688,0,0,0,0,0,0.742,0.023,0,0.012,0,0,0.224,0,0,98570.96,16
10073,0,0,0.154,0.462,0.231,0,0,0,0,0,0,0,0,0,0.089,0.002,0.884,0,0,0,0,0,0,0,888682.28,13
10075,0.015,0.398,0.031,0.02,0.174,0.168,0.01,0.031,0.02,0.071,0,0.005,0.008,0.239,0.031,0.01,0.187,0.17,0.001,0.034,0.001,0.23,0,0.009,4089445.35,196
10076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2819.4,11
10077,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,26640,6
10091,0,0.167,0.125,0.313,0.021,0.042,0.042,0.063,0,0.229,0,0,0,0.196,0.178,0.065,0.038,0.07,0.087,0.207,0,0.159,0,0,485717.13,48
10093,0.143,0.429,0,0,0.143,0,0.143,0,0,0,0,0,0.557,0.32,0,0,0.021,0,0.055,0,0,0,0,0,156204.38,7
10095,0,0,0.024,0.366,0,0,0,0.049,0.049,0.244,0,0,0,0,0.076,0.43,0,0,0,0.01,0.002,0.421,0,0,73186.37,41
10096,0,0,0,0,0.167,0,0,0.833,0,0,0,0,0,0,0,0,0.681,0,0,0.32,0,0,0,0,8101.15,6
10127,0,0,0.273,0.455,0,0,0,0,0,0.046,0,0,0,0,0.671,0.098,0,0,0,0,0,0.086,0,0,159882.18,22
10128,0,0.132,0,0.579,0.079,0.026,0,0,0,0,0.026,0,0,0.064,0,0.386,0.039,0.009,0,0,0,0,0.336,0,1761727.62,38
10139,0,0.464,0.143,0.143,0.036,0,0.107,0.071,0,0,0,0,0,0.352,0.06,0.035,0.028,0,0.296,0.194,0,0,0,0,1025167.88,28
10140,0,0.067,0.133,0.467,0,0.067,0.033,0.033,0.033,0,0.067,0,0,0.032,0.155,0.055,0,0.036,0.011,0.013,0.039,0,0.553,0,1083357.41,30
10149,0,0.219,0.406,0,0,0,0,0,0,0.313,0,0.063,0,0.426,0.373,0,0,0,0,0,0,0.144,0,0.058,1092670.68,32
10160,0,0.424,0.061,0.303,0.03,0.091,0,0.061,0,0,0,0,0,0.706,0.117,0.004,0.042,0.081,0,0.036,0,0,0,0,737765.57,33
10167,0,0,0,0.833,0,0,0,0.167,0,0,0,0,0,0,0,0.085,0,0,0,0.915,0,0,0,0,14624.25,6
10169,0.2,0,0,0,0.1,0,0,0,0,0.5,0.1,0,0.268,0,0,0,0.266,0,0,0,0,0.102,0.203,0,455766,10
10175,0.065,0.391,0,0.109,0.152,0.022,0,0.217,0,0,0,0,0.049,0.195,0,0.051,0.425,0.024,0,0.21,0,0,0,0,1450184.29,46
10196,0,0.385,0,0.385,0,0,0,0,0,0,0,0,0,0.707,0,0.007,0,0,0,0,0,0,0,0,255389.17,26
10206,0,0,0,0.167,0,0,0,0,0,0.5,0,0,0,0,0,0.704,0,0,0,0,0,0.117,0,0,113786.1,6
10207,0,0.216,0.108,0.054,0.162,0.27,0.054,0.108,0,0,0,0,0,0.12,0.026,0.027,0.094,0.582,0.086,0.05,0,0,0,0,1408490.84,37
10241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216416.33,24
10242,0,0.095,0,0.429,0.048,0,0,0,0,0.286,0.095,0,0,0.155,0,0.313,0.022,0,0,0,0,0.183,0.296,0,749619.26,21
10246,0,0,0,0.409,0,0,0,0,0,0.273,0,0,0,0,0,0.155,0,0,0,0,0,0.462,0,0,846485.26,22
10250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,563827.46,23
10258,0.024,0.098,0,0.512,0.122,0.073,0,0.098,0.024,0,0,0,0.073,0.18,0,0.048,0.465,0.124,0,0.075,0.001,0,0,0,252390.69,41
10262,0,0.125,0,0.475,0.05,0.125,0.05,0.05,0,0,0,0.025,0,0.093,0,0.321,0.046,0.109,0.046,0.048,0,0,0,0.043,840489.41,40
10326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77700,7
10330,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,357246.1,10
10344,0,0.024,0,0.293,0.122,0,0.073,0,0,0.317,0,0,0,0.024,0,0.582,0.169,0,0.084,0,0,0.039,0,0,1020531.04,41
10366,0,0,0,0,0.143,0,0,0,0,0.857,0,0,0,0,0,0,0.428,0,0,0,0,0.573,0,0,77552,14
10371,0,0.159,0,0.261,0.015,0.015,0,0,0,0.377,0,0,0,0.292,0,0.152,0.006,0.108,0,0,0,0.398,0,0,958177.53,69
10429,0.004,0.61,0.004,0.067,0.131,0.036,0.085,0.018,0.007,0.025,0,0,0.002,0.578,0.004,0.073,0.147,0.023,0.089,0.011,0.004,0.062,0,0,3519660.15,282
10437,0,0,0,0.333,0,0,0.167,0,0,0,0,0,0,0,0,0.226,0,0,0.08,0,0,0,0,0,231610.75,6
10446,0.059,0.029,0.029,0.088,0.588,0.059,0.029,0,0,0.088,0,0,0.011,0.024,0.039,0.002,0.551,0.011,0.038,0,0,0.308,0,0,379502.34,34
10447,0,0,0.44,0.32,0,0,0,0,0,0,0,0,0,0,0.346,0.365,0,0,0,0,0,0,0,0,367854,25
10463,0,0,0,0,0.571,0.357,0,0,0,0,0,0,0,0,0,0,0.396,0.272,0,0,0,0,0,0,350376.68,14
10471,0.194,0.419,0,0,0.065,0.065,0,0.161,0,0,0,0,0.091,0.408,0,0,0.029,0.035,0,0.089,0,0,0,0,486922.59,31
10472,0,0.373,0.275,0.039,0.039,0,0.078,0,0,0.157,0,0,0,0.587,0.166,0.001,0.037,0,0.053,0,0,0.136,0,0,963309.06,51
10479,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,828123.27,26
10480,0,0.053,0.579,0.211,0,0,0.053,0,0,0,0,0,0,0.055,0.848,0.003,0,0,0.002,0,0,0,0,0,301899.65,19
10501,0,0.154,0.051,0.333,0.051,0.051,0.051,0.026,0,0,0.231,0,0,0.014,0.029,0.29,0.028,0.038,0.025,0.01,0,0,0.507,0,1167697.8,39
10512,0,0.135,0.36,0.045,0.011,0.112,0.045,0.023,0.023,0.023,0,0,0,0.073,0.379,0.001,0.098,0.065,0.009,0.015,0.003,0.034,0,0,2479644.91,89
10524,0,0.333,0,0.167,0,0.167,0,0,0,0,0,0,0,0.17,0,0.141,0,0.009,0,0,0,0,0,0,16719.19,6
10526,0,0,0,0.571,0.143,0,0,0,0,0,0,0,0,0,0,0.681,0.319,0,0,0,0,0,0,0,18966.94,7
10531,0,0.3,0,0,0.05,0,0.15,0,0,0.5,0,0,0,0.367,0,0,0.267,0,0.107,0,0,0.26,0,0,121038.84,20
10539,0.556,0,0,0,0,0,0,0.444,0,0,0,0,0.712,0,0,0,0,0,0,0.288,0,0,0,0,107453.55,9
10543,0,0.375,0,0,0,0.375,0.063,0.063,0,0,0,0,0,0.438,0,0,0,0.332,0.127,0.029,0,0,0,0,127023.59,16
10613,0,0.105,0,0,0.684,0,0.053,0.053,0,0,0,0,0,0.236,0,0,0.598,0,0.095,0.06,0,0,0,0,264675.8,19
10635,0,0.296,0.159,0.046,0.046,0,0,0,0,0.273,0,0.159,0,0.328,0.263,0.052,0.026,0,0,0,0,0.022,0,0.225,597787.17,44
10639,0,0,0,0.077,0.077,0,0,0,0,0.769,0.077,0,0,0,0,0.021,0.006,0,0,0,0,0.02,0.953,0,1569451.94,13
10641,0.009,0.35,0.137,0.239,0.145,0.043,0.017,0,0.009,0,0,0,0.008,0.259,0.219,0.148,0.186,0.011,0.016,0,0.004,0,0,0,3075451.1,117
10647,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,331083.03,7
10661,0,0.343,0.039,0.284,0,0,0.02,0.186,0.02,0,0,0,0,0.197,0.063,0.328,0,0,0.006,0.238,0,0,0,0,2491886.73,102
10666,0,0.761,0,0,0,0.217,0,0.022,0,0,0,0,0,0.855,0,0,0,0.128,0,0.017,0,0,0,0,1530497.23,46
10671,0.007,0.172,0.028,0.069,0.083,0.048,0.014,0.117,0,0.303,0.035,0.014,0.004,0.092,0.01,0.095,0.031,0.022,0.019,0.05,0,0.101,0.518,0.005,5069576.46,145
10675,0,0.529,0.177,0,0,0,0,0.059,0,0,0,0,0,0.547,0.153,0,0,0,0,0.05,0,0,0,0,829917.03,17
10691,0.009,0.32,0.258,0.112,0.053,0.019,0.065,0.022,0,0.084,0,0.012,0.003,0.273,0.326,0.057,0.03,0.004,0.044,0.029,0,0.166,0,0.005,10952640.1,322
10695,0,0.143,0,0.857,0,0,0,0,0,0,0,0,0,0.996,0,0.004,0,0,0,0,0,0,0,0,371534.39,7
10698,0.095,0.333,0,0.048,0.095,0,0.048,0.143,0,0,0,0,0.14,0.085,0,0.004,0.034,0,0.022,0.077,0,0,0,0,96706.9,21
10700,0,0.056,0,0,0.556,0,0,0.111,0,0,0,0,0,0.034,0,0,0.283,0,0,0.005,0,0,0,0,273673.83,18
10715,0,0.347,0.097,0.389,0.014,0.007,0.028,0,0,0.118,0,0,0,0.221,0.077,0.415,0.043,0.003,0.031,0,0,0.211,0,0,2945599.6,144
10719,0,0.04,0,0.48,0,0,0,0,0,0.44,0,0,0,0.01,0,0.797,0,0,0,0,0,0.149,0,0,347411.5,25
10721,0.077,0.154,0,0,0.077,0,0.077,0,0,0.154,0,0,0.107,0.324,0,0,0.184,0,0.214,0,0,0.031,0,0,203321.66,13
10722,0.069,0.31,0,0.069,0.035,0.035,0.069,0.069,0,0.207,0,0.035,0.077,0.349,0,0.099,0.02,0.018,0.059,0.022,0,0.106,0,0.017,896464.49,29
10730,0,0.044,0,0.783,0.13,0.044,0,0,0,0,0,0,0,0.169,0,0.096,0.389,0.346,0,0,0,0,0,0,65289.09,23
10738,0,0.333,0,0.167,0,0.167,0,0,0,0,0,0,0,0.371,0,0.061,0,0.081,0,0,0,0,0,0,213749,6
10744,0,0.143,0,0.857,0,0,0,0,0,0,0,0,0,0.186,0,0.814,0,0,0,0,0,0,0,0,174543.43,7
10747,0,0.026,0,0.658,0,0,0,0.026,0,0,0,0,0,0.006,0,0.076,0,0,0,0.015,0,0,0,0,2088192.31,38
10750,0.692,0,0,0,0,0.077,0,0,0,0,0,0,0.692,0,0,0,0,0.032,0,0,0,0,0,0,547072.01,13
10760,0,0.833,0,0,0.167,0,0,0,0,0,0,0,0,0.833,0,0,0.167,0,0,0,0,0,0,0,77630.44,6
10761,0,0.532,0.128,0,0,0.192,0,0,0,0,0,0,0,0.624,0.076,0,0,0.053,0,0,0,0,0,0,1209962.9,47
10813,0,0,0,0,0.714,0.143,0.143,0,0,0,0,0,0,0,0,0,0.097,0.092,0.812,0,0,0,0,0,401233.55,7
10824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73640.36,33
10825,0,0,0,0.222,0.333,0,0,0.222,0.111,0,0,0,0,0,0,0.004,0.157,0,0,0.051,0.681,0,0,0,91615.7,9
10826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11455.2,11
10831,0,0.179,0.281,0.174,0.046,0.082,0.01,0.031,0,0.102,0,0.015,0,0.133,0.308,0.207,0.041,0.047,0.011,0.029,0,0.021,0,0.011,3068604.99,196
10841,0,0,0,0.714,0,0,0,0.143,0,0,0.143,0,0,0,0,0.43,0,0,0,0.275,0,0,0.295,0,126937.75,7
10842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29228.89,11
10847,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,0,193821.91,10
10849,0,0.143,0,0,0,0,0.143,0,0,0,0,0,0,0.026,0,0,0,0,0.336,0,0,0,0,0,328837.87,7
10850,0,0.071,0,0.714,0.071,0.071,0,0,0,0,0,0,0,0.673,0,0.204,0.093,0.02,0,0,0,0,0,0,578642.26,14
10852,0,0.136,0,0.091,0.091,0.182,0,0.136,0.046,0.182,0,0.046,0,0.033,0,0.04,0.049,0.136,0,0.301,0.063,0.023,0,0.042,1367863.73,22
10858,0,0.25,0.159,0.193,0.046,0.034,0.023,0,0,0,0.091,0,0,0.101,0.044,0.109,0.017,0.009,0.096,0,0,0,0.406,0,3527595.17,88
10863,0,0,0,0,0.125,0.063,0.75,0,0.063,0,0,0,0,0,0,0,0.075,0.061,0.471,0,0.393,0,0,0,249392.58,16
10867,0,0.551,0,0.029,0,0.203,0,0.044,0,0,0,0,0,0.572,0,0.057,0,0.119,0,0.017,0,0,0,0,1202360.51,69
10868,0,0,0,0.444,0,0.111,0,0,0,0,0,0,0,0,0,0.427,0,0.093,0,0,0,0,0,0,110943.02,9
10876,0.022,0.088,0,0.604,0.077,0,0,0,0.11,0,0,0.011,0.112,0.035,0,0.592,0.122,0,0,0,0.002,0,0,0.009,1754901.12,91
10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354519.57,9
10939,0,0,0.333,0,0,0.111,0,0,0,0.5,0.056,0,0,0,0.068,0,0,0.009,0,0,0,0.469,0.455,0,1012893.87,18
10940,0.013,0.266,0.101,0.013,0.367,0.051,0.051,0,0,0,0,0.013,0.065,0.278,0.157,0.013,0.23,0.038,0.016,0,0,0,0,0.009,2243201.22,79
10949,0,0.105,0.895,0,0,0,0,0,0,0,0,0,0,0.115,0.885,0,0,0,0,0,0,0,0,0,1264742.14,19
10952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62160,8
10967,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,38975.8,7
10968,0,0.05,0,0.375,0.025,0,0,0.025,0,0.1,0.175,0,0,0.02,0,0.128,0.022,0,0,0.004,0,0.013,0.575,0,1931394.08,40
